Code,Section,Order,Content
SBDS24MC,TongQuan,4,"Lòng chảo với kích thước phù hợp, dễ dàng xào nấu"
SBDS24MC,TongQuan,5,"Nhôm đúc nguyên khối dày dặn, tỏa nhiệt đều"
SBDS24MC,TongQuan,6,"Đáy từ, dùng được cho mọi loại bếp"
SBDS28MC,TongQuan,1,"Thiết kế tinh tế, màu sắc trẻ trung"
SBDS28MC,TongQuan,2,"Tay cầm nhựa bakelite phủ vân gỗ thẩm mỹ, cách nhiệt tốt"
SBDS28MC,TongQuan,3,"Chống dính ceramic 2 lớp bền bỉ, an toàn"
SBDS28MC,TongQuan,4,"Lòng chảo với kích thước phù hợp, dễ dàng xào nấu"
SBDS28MC,TongQuan,5,"Nhôm đúc nguyên khối dày dặn, tỏa nhiệt đều"
SBDS28MC,TongQuan,6,"Đáy từ, dùng được cho mọi loại bếp"
SBD30B,TongQuan,1,"Chất liệu cao cấp, kiểu dáng bắt mắt"
SBD30B,TongQuan,2,"Họa tiết lòng chảo tinh tế, thẩm mỹ"
SBD30B,TongQuan,3,Tay cầm nhựa bakelit cách nhiệt tốt
SBD30B,TongQuan,4,Đáy vân sần chống trơn trượt
SBD30B,TongQuan,5,Công nghệ đúc nguyên khối siêu bền
SBD30B,TongQuan,6,"Chống dính 2 lớp siêu bền, kháng khuẩn tốt"
SBD30B,TongQuan,7,Tỏa nhiệt đều – truyền nhiệt nhanh
SBD30B,TongQuan,8,Tối ưu hóa trải nghiệm nấu nướng khi sử dụng trên đa số loại bếp
SHD5266,TongQuan,1,"Thiết kế hiện đại, cối thủy tinh cao cấp - Tiện dụng và sang trọng"
SHD5266,TongQuan,2,"Tích hợp 8 chức năng, đáp ứng mọi nhu cầu gia đình"
SHD5266,TongQuan,3,"Xay mịn - Nấu nhanh, đa năng trong từng món"
SHD5266,TongQuan,4,Linh hoạt thời gian - An tâm sử dụng mỗi ngày
SHD5266,TongQuan,5,"Làm sạch sâu - Khử khuẩn tự động, dễ dàng vệ sinh"
SHB3105MD,TongQuan,1,Kiểu dáng sang trọng – Mặt kính cường lực bền bỉ
SHB3105MD,TongQuan,2,"Kiềng thép tráng men – Thiết kế độc lập, chống trượt nồi"
SHB3105MD,TongQuan,3,"Núm vặn chắc chắn, dễ điều chỉnh"
SHB3105MD,TongQuan,4,Hai vùng nấu tiện lợi
SHB3105MD,TongQuan,5,"Đầu đốt hợp kim đồng – Cho ngọn lửa xanh, tiết kiệm nhiên liệu"
SHB3105MD,TongQuan,6,"Hệ thống đánh lửa Magneto – Bền bỉ, không cần thay pin"
SHB3105MD,TongQuan,7,"Hậu mãi chu đáo, dịch vụ uy tín"
SHG1122MC2-18,TongQuan,1,"Thiết kế tinh tế, hiện đại tạo điểm nhấn"
SHG1122MC2-18,TongQuan,2,"Tiện lợi trong từng chi tiết: vung kính, quai núm"
SHG1122MC2-18,TongQuan,3,Chống dính Ceramic an toàn – Chọn chuẩn sống khỏe
SHG1122MC2-18,TongQuan,4,"Truyền nhiệt nhanh, giữ nhiệt tốt"
SHG1122MC2-18,TongQuan,5,Nấu nướng đa năng - Vệ sinh dễ dàng
SHG1122MC2-18,TongQuan,6,Dùng được trên mọi loại bếp
SHG1122MC2-20,TongQuan,1,"Thiết kế tinh tế, hiện đại tạo điểm nhấn"
SHG1122MC2-20,TongQuan,2,"Tiện lợi trong từng chi tiết: vung kính, quai núm"
SHG1122MC2-20,TongQuan,3,Chống dính Ceramic an toàn – Chọn chuẩn sống khỏe
SHG1122MC2-20,TongQuan,4,"Truyền nhiệt nhanh, giữ nhiệt tốt"
SHG1122MC2-20,TongQuan,5,Nấu nướng đa năng - Vệ sinh dễ dàng
SHG1122MC2-20,TongQuan,6,Dùng được trên mọi loại bếp
SHG1122MC3,TongQuan,1,"Thiết kế tinh tế, hiện đại tạo điểm nhấn"
SHG1122MC3,TongQuan,2,"Tiện lợi trong từng chi tiết: vung kính, quai núm"
SHG1122MC3,TongQuan,3,Bộ 1 nồi – 1 chảo tiện lợi: Đáp ứng nhu cầu nấu ăn đa dạng
SHG1122MC3,TongQuan,4,Chống dính Ceramic an toàn – Chọn chuẩn sống khỏe
SHG1122MC3,TongQuan,5,"Truyền nhiệt nhanh, giữ nhiệt tốt"
SHG1122MC3,TongQuan,6,Nấu nướng đa năng - Vệ sinh dễ dàng
SHG1122MC3,TongQuan,7,Dùng được trên mọi loại bếp
SHG602-28,TongQuan,1,"Nồi luộc gà inox 304 SUNHOUSE Healthy SHG602-28 sở hữu thiết kế hiện đại, sang trọng với bề mặt sáng bóng, giúp không gian bếp thêm tinh tế và đẳng cấp. Được làm từ chất liệu inox 304 cao cấp - một loại vật liệu được tin dùng trong ngành y tế và chế biến thực phẩm, sản phẩm bảo đảm an toàn tối ưu cho sức khỏe gia đình, chống oxy hóa và bền đẹp theo thời gian. Với cấu tạo đáy 3 lớp dày dặn, nồi không chỉ truyền nhiệt nhanh, giữ nhiệt lâu mà còn bắt từ vượt trội, tương thích mọi loại bếp. Đây chính là lựa chọn lý tưởng cho căn bếp gia đình, mang đến những bữa cơm ngon trọn vị, giàu dinh dưỡng."
SHG602-28,ThietKe,1,"PHONG CÁCH TỐI GIẢN, HIỆN ĐẠI"
SHG602-28,CongNang,1,CÔNG NĂNG VƯỢT TRỘI
SHG507-24C,TongQuan,1,"Bộ nồi xửng Inox 3 đáy Sunhouse SHG507-24C với 1 xửng và 1 nồi tiện lợi, có thể nấu nướng linh hoạt và đa dạng mọi món ăn mà vẫn giữ trọn chất dinh dưỡng cho cả gia đình. Đặc biệt, bộ nồi xửng được làm bằng chất liệu Inox an toàn, không lo bong tróc hay trầy xước, dễ dàng vệ sinh, đảm bảo sức khỏe và tối ưu trải nghiệm nấu nướng."
SHG507-24C,ThietKe,1,Thiết kế tiện lợi phù hợp cho căn bếp hiện đại
SHG507-24C,ThietKe,2,Hai tầng tiện ích đáp ứng mọi món ngon
SHG507-24C,ThietKe,3,"Quai núm inox chống bỏng, vung kính quan sát dễ dàng"
SHG507-24C,CongNang,1,"Đáy nồi 3 lớp truyền nhiệt nhanh, tỏa nhiệt đều"
SHG507-24C,CongNang,2,Chất liệu Inox an toàn
SHG507-24C,CongNang,3,"Dễ dàng vệ sinh, phù hợp với mọi loại bếp"
SHB555PRO,TongQuan,1,MẶT KÍNH ULTRA VITRO CERAMIC CAO CẤP
SHB555PRO,TongQuan,2,CHẾ ĐỘ BOOSTER NẤU NHANH SIÊU TỐC
SHB555PRO,TongQuan,3,BẢNG ĐIỀU KHIỂN SLIDER CONTROL MƯỢT MÀ
SHB555PRO,TongQuan,4,MULTIFUNCTIONAL - ĐA DẠNG CHỨC NĂNG AN TOÀN
SHB555PRO,TongQuan,5,"Tự động nhận diện vùng nấu: Bếp chỉ hoạt động khi nhận diện được nồi đặt đúng vị trí vùng nấu, giúp hạn chế lãng phí điện năng và ngăn ngừa nguy cơ bỏng do chạm vào bề mặt đang nóng."
SHB555PRO,TongQuan,6,"Cảnh báo & ngắt chống tràn: Bếp sẽ tự động phát tín hiệu cảnh báo và ngắt hoạt động khi phát hiện hiện tượng nước tràn lên bảng điều khiển, bảo vệ linh kiện và duy trì độ bền cho thiết bị."
SHB555PRO,TongQuan,7,"Cảnh báo & ngắt khi quá nhiệt/nồi cạn: Cảm biến nhiệt sẽ tự động ngắt bếp khi quá nhiệt hoặc nồi cạn nước, bảo vệ thiết bị và đảm bảo an toàn trong quá trình sử dụng."
SHB555PRO,TongQuan,8,"Tự động ngắt khi không sử dụng: Bếp sẽ tự động tắt sau một khoảng thời gian không có thao tác sử dụng, giúp tiết kiệm năng lượng và ngăn chặn các sự cố do quên tắt bếp."
MMB58869,TongQuan,1,MẶT KÍNH ULTRA VITRO CERAMIC CAO CẤP
MMB58869,TongQuan,2,CHẾ ĐỘ NẤU CHẬM SLOW COOK GIỮ TRỌN DINH DƯỠNG
MMB58869,TongQuan,3,BOOSTER NẤU NHANH TIỆN LỢI
MMB58869,TongQuan,4,BẢNG ĐIỀU KHIỂN SLIDER CONTROL NHẠY BÉN
MMB58869,TongQuan,5,CÔNG NGHỆ INVERTER TIẾT KIỆM ĐIỆN NĂNG
MMB58869,TongQuan,6,"ĐA CHỨC NĂNG - AN TOÀN, TIỆN NGHI CHO CẢ GIA ĐÌNH"
MMB58869,TongQuan,7,"Khóa trẻ em: Vô hiệu hóa bảng điều khiển chỉ với một thao tác, ngăn ngừa những tác động vô ý từ trẻ nhỏ, đảm bảo an toàn trong không gian bếp có trẻ em."
MMB58869,TongQuan,8,"Tự động nhận diện vùng nấu: Bếp chỉ hoạt động khi nhận diện được nồi đặt đúng vị trí vùng nấu, giúp hạn chế lãng phí điện năng và ngăn ngừa nguy cơ bỏng do chạm vào bề mặt đang nóng."
MMB58869,TongQuan,9,"Cảnh báo & ngắt chống tràn: Bếp sẽ tự động phát tín hiệu cảnh báo và ngắt hoạt động khi phát hiện hiện tượng nước tràn lên bảng điều khiển, bảo vệ linh kiện và duy trì độ bền cho thiết bị."
MMB58869,TongQuan,10,"Cảnh báo & ngắt khi quá nhiệt/nồi cạn: Cảm biến nhiệt sẽ tự động ngắt bếp khi quá nhiệt hoặc nồi cạn nước, bảo vệ thiết bị và đảm bảo an toàn trong quá trình sử dụng."
MMB58869,TongQuan,11,"Tự động ngắt khi không sử dụng: Bếp sẽ tự động tắt sau một khoảng thời gian không có thao tác sử dụng, giúp tiết kiệm năng lượng và ngăn chặn các sự cố do quên tắt bếp."
MMB5673LH,TongQuan,1,"Chế độ chiên: Với 9 mức nhiệt độ, bạn có thể thoải mái lựa chọn các mức nhiệt độ phù hợp cho từng món ăn từ 100ºC, 120ºC, 140ºC, 160ºC, 180ºC, 200ºC, 220ºC, 240ºC, 260ºC."
MMB5673LH,TongQuan,2,"Chế độ tạm dừng: Bạn có thể lựa chọn chức năng tạm dừng trong quá trình nấu khi bạn cần tạm ngưng hoạt động của bếp nhưng vẫn muốn giữ nguyên mức nhiệt độ/chức năng đang sử dụng. Sau đó, bạn chỉ cần nhấn nút tạm dừng một lần nữa để bếp hoạt động lại đúng cài đặt trước đó."
MMB5673LH,TongQuan,3,Tự động nhận diện vùng nấu: Vùng nấu sẽ tự động nhận diện đáy nồi và làm nóng đúng phần diện tích tiếp xúc với đáy nồi để làm nóng và nấu chín thức ăn. Do vậy mà khi sử dụng sẽ không gây hao tốn điện năng.
MMB5673LH,TongQuan,4,"Cảnh báo chống trào: Khi nước trào ra mặt kính (tới khu vực bảng điều khiển), bếp sẽ tự động ngắt để đảm bảo an toàn cho người sử dụng và hạn chế làm hỏng bếp."
MMB5673LH,TongQuan,5,"Cảnh báo quá nhiệt/nồi cạn: Bếp từ Sunhouse được thiết kế cảm biến nhiệt độ dưới mỗi vùng nấu, khi có hiện tượng quá nhiệt (nồi đun bị cạn, cháy…) bếp sẽ chủ động ngắt công suất để đảm bảo an toàn cho thiết bị cũng như đảm bảo không sự cố đáng tiếc xảy ra."
MMB5674LH,TongQuan,1,"Chế độ chiên: Với 9 mức nhiệt độ, bạn có thể thoải mái lựa chọn các mức nhiệt độ phù hợp cho từng món ăn từ 100ºC, 120ºC, 140ºC, 160ºC, 180ºC, 200ºC, 220ºC, 240ºC, 260ºC."
MMB5674LH,TongQuan,2,"Chế độ tạm dừng: Bạn có thể lựa chọn chức năng tạm dừng trong quá trình nấu khi bạn cần tạm ngưng hoạt động của bếp nhưng vẫn muốn giữ nguyên mức nhiệt độ/chức năng đang sử dụng. Sau đó, bạn chỉ cần nhấn nút tạm dừng một lần nữa để bếp hoạt động lại đúng cài đặt trước đó."
MMB5674LH,TongQuan,3,Tự động nhận diện vùng nấu: Vùng nấu sẽ tự động nhận diện đáy nồi và làm nóng đúng phần diện tích tiếp xúc với đáy nồi để làm nóng và nấu chín thức ăn. Do vậy mà khi sử dụng sẽ không gây hao tốn điện năng.
MMB5674LH,TongQuan,4,"Cảnh báo chống trào: Khi nước trào ra mặt kính (tới khu vực bảng điều khiển), bếp sẽ tự động ngắt để đảm bảo an toàn cho người sử dụng và hạn chế làm hỏng bếp."
MMB5674LH,TongQuan,5,"Cảnh báo quá nhiệt/nồi cạn: Bếp từ Sunhouse được thiết kế cảm biến nhiệt độ dưới mỗi vùng nấu, khi có hiện tượng quá nhiệt (nồi đun bị cạn, cháy…) bếp sẽ chủ động ngắt công suất để đảm bảo an toàn cho thiết bị cũng như đảm bảo không sự cố đáng tiếc xảy ra."
SBDS28MT,TongQuan,1,TỔNG QUAN
SBDS28MT,TongQuan,2,"Chảo phủ sứ an toàn đáy từ Sunhouse Healthy là sản phẩm chảo với thiết kế độc đáo, tiện đại. Lớp chống dính ceramic vân đá 2 lớp bền bỉ, đẹp mắt, đặc biệt là an toàn với sức khỏe người tiêu dùng. Chảo phủ sứ an toàn đáy từ Sunhouse Healthy có ưu điểm về thành chảo cao, lòng chảo sâu giúp bạn dễ dàng xào nấu lượng thức ăn lớn hơn, phù hợp với các món chiên ngập dầu.  Chảo có phần đáy từ phù hợp với mọi loại bếp của các gia đình."
SBDS28MT,ThietKe,1,"Thiết kế tinh tế, màu sắc trẻ trung"
SBDS28MT,ThietKe,2,"Tay cầm nhựa bakelite phủ vân gỗ thẩm mỹ, cách nhiệt tốt"
SBDS28MT,CongNang,1,"Chống dính ceramic 2 lớp bền bỉ, an toàn"
SBDS28MT,CongNang,2,"Lòng chảo với kích thước phù hợp, dễ dàng xào nấu"
SBDS28MT,CongNang,3,"Nhôm đúc nguyên khối dày dặn, tỏa nhiệt đều"
SBDS28MT,CongNang,4,"Đáy từ, dùng được cho mọi loại bếp"
SBDS26MC,TongQuan,1,"Thiết kế tinh tế, màu sắc trẻ trung"
SBDS26MC,TongQuan,2,"Tay cầm nhựa bakelite phủ vân gỗ thẩm mỹ, cách nhiệt tốt"
SBDS26MC,TongQuan,3,"Chống dính ceramic 2 lớp bền bỉ, an toàn"
SBDS26MC,TongQuan,4,"Lòng chảo với kích thước phù hợp, dễ dàng xào nấu"
SBDS26MC,TongQuan,5,"Nhôm đúc nguyên khối dày dặn, tỏa nhiệt đều"
SBDS26MC,TongQuan,6,"Đáy từ, dùng được cho mọi loại bếp"
SHB72103-MD,TongQuan,1,"MÁY HÚT MÙI CHỮ T SUNHOUSE SHB72103-MD - THIẾT KẾ SANG TRỌNG, CÔNG NGHỆ CẢM BIẾN HIỆN ĐẠI, KHỬ MÙI SIÊU TỐC"
SHB5599HP,TongQuan,1,MẶT KÍNH ULTRA VITRO CERAMIC CAO CẤP
SHB5599HP,TongQuan,2,"CHẾ ĐỘ NẤU CHẬM SLOW COOK TIỆN LỢI, GIỮ TRỌN DƯỠNG CHẤT"
SHB5599HP,TongQuan,3,CHỨC NĂNG NẤU NHANH BOOSTER CÔNG SUẤT VƯỢT TRỘI
SHB5599HP,TongQuan,4,ĐIỀU KHIỂN CẢM ỨNG SLIDER CONTROL CHÍNH XÁC & DỄ SỬ DỤNG
SHB5599HP,TongQuan,5,"CÔNG NGHỆ INVERTER – TIẾT KIỆM ĐIỆN, BẾP VẬN HÀNH ÊM ÁI"
SHB5599HP,TongQuan,6,MULTIFUNCTIONAL – ĐA DẠNG TÍNH NĂNG TIỆN LỢI
SHB5599HP,TongQuan,7,"Khóa trẻ em: Ngăn ngừa thao tác vô tình từ trẻ nhỏ, đảm bảo an toàn cho gia đình có trẻ nhỏ."
SHB5599HP,TongQuan,8,"Tự động nhận diện vùng nấu: Bếp chỉ làm nóng khi có nồi phù hợp đặt đúng vùng, hạn chế lãng phí điện và tránh nguy cơ bỏng."
SHB5599HP,TongQuan,9,"Cảnh báo & ngắt chống tràn: Phát hiện chất lỏng tràn ra bảng điều khiển và tự động ngắt, bảo vệ mạch điện."
SHB5599HP,TongQuan,10,"Cảnh báo & ngắt khi quá nhiệt/nồi cạn: Cảm biến nhiệt sẽ tự động ngắt bếp khi quá nhiệt hoặc nồi cạn nước, bảo vệ thiết bị và đảm bảo an toàn trong quá trình sử dụng."
SHB5599HP,TongQuan,11,"Tự động ngắt khi không sử dụng: Ngăn ngừa nguy cơ quên tắt bếp, tiết kiệm điện và tăng an toàn vận hành."
SHA76258LA,TongQuan,1,"Lõi lọc Hydrogen Plus – Tạo nước kiềm tính, nâng cao sức khỏe toàn diện"
SHA76258LA,TongQuan,2,"Thiết kế Slim tinh tế - Sang trọng, hiện đại"
SHA76258LA,TongQuan,3,4 chế độ nước tiện nghi - Phục vụ mọi nhu cầu sinh hoạt
SHA76258LA,TongQuan,4,Hệ thống lọc 12 lõi đa tầng - Bảo vệ sức khỏe toàn diện
SHA76258LA,TongQuan,5,"Lõi PP 5 Micron Sunhouse Ultra365: Cấu tạo từ sợi Polypropylene với khe lọc siêu nhỏ ~5 micron, bao bọc bởi vải không dệt dạng xếp lớp – giúp loại bỏ cặn bẩn lớn như bùn, đất, gỉ sét, rong rêu,..."
SHA76258LA,TongQuan,6,"Lõi than CTO Sunhouse Ultra365: Sử dụng than dạng nén, tích hợp lớp vải không dệt – giúp hấp thụ clo dư, thuốc trừ sâu, kim loại nặng và các chất hữu cơ độc hại, đồng thời khử mùi và cải thiện màu nước."
SHA76258LA,TongQuan,7,"Lõi PP 1 Micron Sunhouse Ultra365: Cấu tạo từ sợi Polypropylene lọc tinh hơn, giữ lại các hạt có kích thước >1 micron, bảo vệ tối ưu cho màng RO phía sau."
SHA76258LA,TongQuan,8,"Màng lọc RO 100GPD TFC nhập khẩu Hàn Quốc: Sử dụng công nghệ thẩm thấu ngược với khe lọc siêu nhỏ 0,0001 micron, có khả năng loại bỏ đến 99,99% vi khuẩn, virus, kim loại nặng, asen, amip, các chất hữu cơ độc hại và khoáng chất không cần thiết."
SHA76258LA,TongQuan,9,"Lõi Active Carbon: Khử mùi khó chịu trong nước, tạo vị ngọt mát tự nhiên cho nước sau lọc."
SHA76258LA,TongQuan,10,"Lõi Hydrogen ion kiềm(Hydrogen Plus): Tạo nước kiềm tính, nâng cao pH của nước, bổ sung Hydrogen cho nước, giúp cơ thể khỏe mạnh, bù khoáng cho cơ thể giúp trung hòa axit dư, chống oxy hóa, tăng sức đề kháng cho cơ thể."
SHA76258LA,TongQuan,11,"2 Lõi Mineral: Bổ sung các khoáng chất vi lượng như Natri, Kali, Canxi… giúp bù khoáng tự nhiên, hỗ trợ quá trình trao đổi chất và duy trì cân bằng điện giải trong cơ thể."
SHA76258LA,TongQuan,12,"Lõi Alkaline: tăng chỉ số pH của nước, tạo nước kiềm tính, hỗ trợ trung hòa axit dư thừa trong cơ thể."
SHA76258LA,TongQuan,13,"Lõi Bio Ceramic: Chứa hạt bóng gốm có khả năng bức xạ hồng ngoại, giúp cơ thể hấp thụ nước tốt hơn."
SHA76258LA,TongQuan,14,"Lõi Far Infrared: Phân cực và hoạt hóa các phân tử nước, giúp cơ thể hấp thu nước dễ dàng, thúc đẩy tuần hoàn và tăng cường trao đổi chất."
SHA76258LA,TongQuan,15,"Lõi Nano Silver: Diệt khuẩn, kháng khuẩn và chống tái nhiễm khuẩn sau lọc, đảm bảo nguồn nước luôn an toàn, sạch khuẩn ở đầu ra."
SHA76258LA,TongQuan,16,Làm nóng & làm lạnh tiện lợi - Hiệu suất vượt trội trong phân khúc
SHA76656LA,TongQuan,1,Lõi lọc Hydrogen Plus - Giải pháp “nước khỏe” cho cuộc sống hiện đại
SHA76656LA,TongQuan,2,4 chế độ nước thông minh - Phục vụ mọi nhu cầu chỉ với một chạm
SHA76656LA,TongQuan,3,"Nước nóng pha trà, pha cà phê, pha sữa cho bé"
SHA76656LA,TongQuan,4,Nước lạnh sảng khoái tức thì trong những ngày nắng nóng
SHA76656LA,TongQuan,5,"Nước RO tinh khiết loại bỏ 99,99% vi khuẩn và tạp chất"
SHA76656LA,TongQuan,6,"Nước Hydrogen kiềm tính giàu năng lượng, tốt cho sức khỏe"
SHA76656LA,TongQuan,7,Thiết kế slim tinh gọn - Dung tích vượt trội
SHA76656LA,TongQuan,8,"Hệ thống lọc 12 lõi cao cấp - Lọc sạch, bù khoáng, tạo nước kiềm toàn diện"
SHA76656LA,TongQuan,9,"Lõi PP 5 Micron Sunhouse Ultra365: Cấu tạo từ sợi Polypropylene với khe lọc siêu nhỏ ~5 micron, bao bọc bởi vải không dệt dạng xếp lớp – giúp loại bỏ cặn bẩn lớn như bùn, đất, gỉ sét, rong rêu,..."
SHA76656LA,TongQuan,10,"Lõi than CTO Sunhouse Ultra365: Sử dụng than dạng nén, tích hợp lớp vải không dệt – giúp hấp thụ clo dư, thuốc trừ sâu, kim loại nặng và các chất hữu cơ độc hại, đồng thời khử mùi và cải thiện màu nước."
SHA76656LA,TongQuan,11,"Lõi PP 1 Micron Sunhouse Ultra365: Cấu tạo từ sợi Polypropylene lọc tinh hơn, giữ lại các hạt có kích thước >1 micron, bảo vệ tối ưu cho màng RO phía sau."
SHA76656LA,TongQuan,12,"Màng lọc RO 100GPD TFC nhập khẩu Hàn Quốc: Sử dụng công nghệ thẩm thấu ngược với khe lọc siêu nhỏ 0,0001 micron, có khả năng loại bỏ đến 99,99% vi khuẩn, virus, kim loại nặng, asen, amip, các chất hữu cơ độc hại và khoáng chất không cần thiết."
SHA76656LA,TongQuan,13,"Lõi Active Carbon: Khử mùi khó chịu trong nước, tạo vị ngọt mát tự nhiên cho nước sau lọc."
SHA76656LA,TongQuan,14,"Lõi Hydrogen ion kiềm (Hydrogen Plus): Tạo nước kiềm tính, nâng cao pH của nước, bổ sung hydrogen cho nước, giúp cơ thể khỏe mạnh, bù khoáng cho cơ thể giúp trung hòa axit dư, chống oxy hóa, tăng sức đề kháng cho cơ thể."
SHA76656LA,TongQuan,15,"2 Lõi Mineral: Bổ sung các khoáng chất vi lượng như Natri, Kali, Canxi… giúp bù khoáng tự nhiên, hỗ trợ quá trình trao đổi chất và duy trì cân bằng điện giải trong cơ thể."
SHA76656LA,TongQuan,16,"Lõi Alkaline: tăng chỉ số pH của nước, tạo nước kiềm tính, hỗ trợ trung hòa axit dư thừa trong cơ thể."
SHA76656LA,TongQuan,17,"Lõi Bio Ceramic: Chứa hạt bóng gốm có khả năng bức xạ hồng ngoại, giúp cơ thể hấp thụ nước tốt hơn."
SHA76656LA,TongQuan,18,"Lõi Far Infrared: Phân cực và hoạt hóa các phân tử nước, giúp cơ thể hấp thu nước dễ dàng, thúc đẩy tuần hoàn và tăng cường trao đổi chất."
SHA76656LA,TongQuan,19,"Lõi Nano Silver: Diệt khuẩn, kháng khuẩn và chống tái nhiễm khuẩn sau lọc, đảm bảo nguồn nước luôn an toàn, sạch khuẩn ở đầu ra."
SHA76656LA,TongQuan,20,"Công nghệ làm lạnh bằng Block 360° - Lạnh sâu, bền bỉ"
SHD5320,TongQuan,1,"Mức 1 (Xay chậm): Thích hợp xay các loại trái cây mềm như dưa hấu, cam, dâu tây,..."
SHD5320,TongQuan,2,"Mức 2 (Xay nhanh): Dễ dàng xử lý các loại trái cây và rau củ cứng hơn như cà rốt, táo, củ dền,..."
SHD5320,TongQuan,3,"Chế độ nhồi (Pulse): Hoạt động ngắt quãng ở tốc độ cao, giúp đảo trộn đều nguyên liệu, xay nhuyễn hạt, thịt, rau củ đông lạnh và hỗ trợ vệ sinh cối nhanh, tiện lợi."
SHG26EC,TongQuan,1,"Phong cách tối giản, màu sắc trẻ trung hiện đại"
SHG26EC,TongQuan,2,Nhôm đúc nguyên khối bền bỉ và tiết kiệm năng lượng
SHG26EC,TongQuan,3,Tay cầm nhựa bakelite phủ vân gỗ - An toàn và tinh tế
SHG26EC,TongQuan,4,Công nghệ đúc nguyên khối bền chắc vượt trội
SHG26EC,TongQuan,5,Chống dính vượt trội - nấu ăn dễ dàng hơn
SHG26EC,TongQuan,6,"Đa dạng kích thước, đáp ứng mọi nhu cầu nấu nướng"
SHG26EC,TongQuan,7,Tương thích mọi loại bếp - Linh hoạt tuyệt đối
SHG28EC,TongQuan,1,"THIẾT KẾ TỐI GIẢN, HIỆN ĐẠI, TINH TẾ"
SHG28EC,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
SHD6006A,TongQuan,1,THIẾT KẾ GỌN GÀNG - MẶT KÍNH PHA LÊ BỀN ĐẸP
SHD6006A,TongQuan,2,CÔNG SUẤT 2000W - LINH HOẠT CHẾ BIẾN MÓN ĂN
SHD6006A,TongQuan,3,HẸN GIỜ LINH HOẠT - CHỦ ĐỘNG THỜI GIAN NẤU NƯỚNG
SHD6006A,TongQuan,4,AN TÂM KHI SỬ DỤNG - BẢO VỆ NGƯỜI DÙNG
SHD6006A,TongQuan,5,SỬ DỤNG MỌI LOẠI NỒI - DỄ DÀNG NẤU NƯỚNG
SHD6006A,TongQuan,6,TẶNG KÈM NỒI LẨU LỚN - QUÂY QUẦN TRỌN VỊ
SHG605,TongQuan,1,"Bộ nồi inox 304 Sunhouse Healthy SHG605 được làm bằng chất liệu inox cao cấp, kiểu dáng sang trọng. Bộ sản phẩm gồm 03 chiếc nồi với đường kính 16 - 20 – 24 cm đáp ứng tốt nhu cầu nấu nướng hàng ngày tại gia đình. Bộ nồi inox 304 Sunhouse Healthy SHG605 vừa tiện dụng vừa làm đẹp cho không gian bếp hiện đại."
SHG605,ThietKe,1,Thân nồi được làm bằng inox cao cấp
SHG605,ThietKe,2,Vung kính tiện dụng
SHG605,ThietKe,3,Quai núm bằng inox chống bỏng
SHG605,CongNang,1,An toàn cho sức khỏe
SHG605,CongNang,2,Tiết kiệm năng lượng
SHG605,CongNang,3,Thân inox liền đáy độ bền cao
SHG605,CongNang,4,Đáy từ sử dụng được trên mọi loại bếp
SHG605,CongNang,5,Đa dạng kích cỡ trong một bộ nồi
IN16M9,TongQuan,1,"THIẾT KẾ SANG TRỌNG, TINH TẾ"
IN16M9,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
IN16M9,TongQuan,3,HƯỚNG DẪN: TÔI CHẢO ĐÚNG CÁCH - BƯỚC NHỎ CHO BỮA ĂN HOÀN HẢO
IN20M9,TongQuan,1,"THIẾT KẾ SANG TRỌNG, TINH TẾ"
IN20M9,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
IN20M9,TongQuan,3,HƯỚNG DẪN: TÔI CHẢO ĐÚNG CÁCH - BƯỚC NHỎ CHO BỮA ĂN HOÀN HẢO
IN24M9,TongQuan,1,"THIẾT KẾ SANG TRỌNG, TINH TẾ"
IN24M9,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
IN24M9,TongQuan,3,HƯỚNG DẪN: TÔI CHẢO ĐÚNG CÁCH - BƯỚC NHỎ CHO BỮA ĂN HOÀN HẢO
IN26M9,TongQuan,1,"THIẾT KẾ SANG TRỌNG, TINH TẾ"
IN26M9,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
IN26M9,TongQuan,3,HƯỚNG DẪN: TÔI CHẢO ĐÚNG CÁCH - BƯỚC NHỎ CHO BỮA ĂN HOÀN HẢO
IN28M9,TongQuan,1,"THIẾT KẾ SANG TRỌNG, TINH TẾ"
IN28M9,TongQuan,2,"CÔNG NĂNG: TRUYỀN NHIỆT NHANH, TIẾT KIỆM NĂNG LƯỢNG"
IN28M9,TongQuan,3,HƯỚNG DẪN: TÔI CHẢO ĐÚNG CÁCH - BƯỚC NHỎ CHO BỮA ĂN HOÀN HẢO
